 fecha,evangelio,mensaje,tiempo_liturgico
2026-07-26,"Señor, enséñanos a orar. (Lc 11,1)",La primera competencia del discípulo no es predicar ni servir. Es orar.¿Sabes orar o solo sabes recitar?Aprende hoy una nueva forma de orar que no sea solo repetición de fórmulas.,XVII Domingo del Tiempo Ordinario
2026-07-27,"El reino de los cielos es como un grano de mostaza. (Mt 13,31)",Lo más pequeño que haces en el nombre de Dios tiene un potencial que no puedes calcular.¿Estás subestimando el impacto de tus pequeños actos de bien?Haz hoy algo pequeño sabiendo que puede crecer mucho más de lo que imaginas.,Tiempo Ordinario XVII
2026-07-28,"Los justos brillarán como el sol en el reino de su Padre. (Mt 13,43)",El final de la historia es luminoso. No lo olvides en los tiempos oscuros.¿Estás viviendo desde el final victorioso o desde el miedo del presente?Vive hoy desde la esperanza del desenlace no desde la angustia del proceso.,Tiempo Ordinario XVII
2026-07-29,"Vendió todo lo que tenía y la compró. (Mt 13,46)",Cuando encuentras lo que vale todo lo demás deja de importar.¿Cuánto vale para ti lo que dices que es lo más importante de tu vida?Actúa hoy como alguien que ya encontró la perla y está dispuesto a pagarlo todo.,Tiempo Ordinario XVII
2026-07-30,"El escriba instruido en el reino saca de su tesoro cosas nuevas y antiguas. (Mt 13,52)",La fe madura no es solo tradición ni solo novedad. Es síntesis viva.¿Estás atrapado solo en lo antiguo o corres detrás de lo nuevo sin raíces?Integra hoy algo antiguo de tu fe con algo que has aprendido recientemente.,Tiempo Ordinario XVII
2026-07-31,"No hizo allí muchos milagros a causa de su incredulidad. (Mt 13,58)",La familiaridad puede ser el mayor obstáculo para el milagro.¿A qué le tienes familiaridad que ha matado tu asombro ante Dios?Recupéra hoy el asombro. Mira algo conocido como si lo vieras por primera vez.,Tiempo Ordinario XVII
2026-08-01,"Juan fue decapitado en la cárcel. (Mt 14,10)",La fidelidad a la verdad puede costar todo. Juan lo sabía y siguió.¿Cuánto vale para ti la verdad cuando el costo se vuelve real?Sostén hoy una postura verdadera aunque te cueste algo concreto.,Tiempo Ordinario XVII
2026-08-02,"Necio, esta noche te piden el alma. (Lc 12,20)",Los planes que no incluyen a Dios tienen fecha de expiración desconocida.¿Cuánto de tu planificación incluye a Dios y cuánto solo tus propios cálculos?Revisa hoy tus planes y pregunta si tienen dimensión eterna.,XVIII Domingo del Tiempo Ordinario
2026-08-03,"Dales de comer ustedes mismos. (Mt 14,16)",Antes de buscar quién resuelva el problema pregunta qué tienes tú para dar.¿Sueles esperar que otros resuelvan lo que tú podrías atender?Toma hoy la iniciativa en una situación donde normalmente esperarías que alguien más actuara.,Tiempo Ordinario XVIII
2026-08-04,"Señor, si eres tú mándame ir hacia ti sobre las aguas. (Mt 14,28)",Pedro no dudó al principio. Dudó cuando miró las olas. El enfoque lo cambia todo.¿Empiezas con fe y terminas mirando las olas?Mantén hoy la mirada en Jesús no en el problema. Es un hábito que se entrena.,Tiempo Ordinario XVIII
2026-08-05,"Mujer, grande es tu fe. (Mt 15,28)",La fe que persiste ante el silencio y el rechazo es la que Jesús llama grande.¿Qué tan grande es tu fe cuando Dios no responde de inmediato?Persiste hoy en una petición que llevas tiempo haciendo sin respuesta aparente.,Tiempo Ordinario XVIII
2026-08-06,"Este es mi Hijo, el escogido. Escúchenlo. (Lc 9,35)",La Transfiguración no fue para Jesús. Fue para los que necesitaban ver quién era.¿Tienes momentos de 'transfiguración' en tu fe donde todo queda claro?Busca hoy un momento de contemplación donde puedas ver más allá de lo ordinario.,Transfiguración del Señor
2026-08-07,"El que quiera salvar su vida la perderá. (Mt 16,25)",La paradoja más dura del Evangelio: no puedes tener ambas vidas al mismo tiempo.¿Cuál vida estás eligiendo hoy?Muere hoy a algo pequeño de tu ego. Es práctica para lo que importa.,Tiempo Ordinario XVIII
2026-08-08,"Si tienen fe como un grano de mostaza, podrán mover montañas. (Mt 17,20)",No es la cantidad de fe lo que mueve montañas. Es la calidad.¿Tu fe es mucha pero diluida o poca pero concentrada?Concentra hoy tu fe en una sola cosa. Sin dispersión.,Tiempo Ordinario XVIII
2026-08-09,"Estén preparados, pues el Hijo del hombre vendrá a la hora que no esperan. (Lc 12,40)",La preparación no es ansiedad. Es fidelidad cotidiana.¿Estás viviendo como alguien que espera o como alguien que ya olvidó que espera?Vive hoy con la conciencia de que cada día es el que importa.,XIX Domingo del Tiempo Ordinario
2026-08-10,"Si el grano de trigo cae en tierra y muere, da mucho fruto. (Jn 12,24)",Toda fecundidad pasa por una muerte primero.¿Qué estás resistiendo morir que es exactamente lo que necesita morir para fructificar?Identifica hoy ese grano que necesita caer y deja que caiga.,San Lorenzo Diácono y Mártir
2026-08-11,"El que se haga pequeño como este niño, ese es el mayor. (Mt 18,4)",El indicador de madurez espiritual no es la sabiduría acumulada. Es la pequeñez asumida.¿Cuánto de lo que has aprendido se ha convertido en orgullo en lugar de servicio?Actúa hoy desde la sencillez del niño no desde la suficiencia del experto.,Tiempo Ordinario XIX
2026-08-12,"Donde dos o tres están reunidos en mi nombre, allí estoy yo. (Mt 18,20)",La presencia de Jesús no requiere multitudes ni templos majestuosos.¿Cuándo fue la última vez que buscaste su presencia en una reunión pequeña y sencilla?Reúnete hoy con alguien en su nombre. Una conversación de fe real.,Tiempo Ordinario XIX
2026-08-13,"No te digo hasta siete veces sino hasta setenta veces siete. (Mt 18,22)",El perdón sin límite no es debilidad. Es la firma del discípulo de Cristo.¿Tienes un contador de perdones que ya llegó al tope?Perdona hoy sin llevar la cuenta.,Tiempo Ordinario XIX
2026-08-14,"Lo que Dios unió, que no lo separe el hombre. (Mt 19,6)",El matrimonio no es un contrato. Es un sacramento que revela la fidelidad de Dios.¿Cómo estás cuidando los vínculos más importantes de tu vida?Invierte hoy en un vínculo significativo con un gesto concreto de amor fiel.,Tiempo Ordinario XIX
2026-08-15,"Dios ha exaltado a los humildes. (Lc 1,52)",María cantó la revolución más radical: Dios baja a los poderosos y exalta a los pequeños.¿Con cuál grupo del Magnificat te identificas: los saciados o los hambrientos?Canta hoy el Magnificat como declaración política y espiritual. En serio léelo.,Asunción de la Santísima Virgen María
2026-08-16,"Vine a poner fuego sobre la tierra. (Lc 12,49)",El Evangelio no es para mantener el orden. Es para encender lo que aún no arde.¿Qué parte de tu vida espiritual está fría cuando debería estar en llamas?Enciende hoy esa área con una decisión de compromiso real.,XX Domingo del Tiempo Ordinario
2026-08-17,"Se fue triste porque tenía muchos bienes. (Mt 19,22)",El apego a lo que tienes puede impedir que recibas lo que no imaginas.¿Qué posesión posición o seguridad te impediría decir sí si Jesús te lo pidiera hoy?Identifica ese punto de apego y trabájalo con honestidad.,Tiempo Ordinario XX
2026-08-18,"Para los hombres es imposible, pero para Dios todo es posible. (Mt 19,26)",La imposibilidad humana es la plataforma perfecta para la posibilidad divina.¿Cuándo fue la última vez que dependiste completamente de Dios porque tú ya no podías?Presenta hoy tu imposibilidad ante él. Sin disfrazarla.,Tiempo Ordinario XX
2026-08-19,"¿O es que tu ojo es malo porque yo soy bueno? (Mt 20,15)",La envidia espiritual envenena la alegría propia. Alégrate del bien ajeno.¿Te molesta cuando Dios trata bien a quien crees que merece menos que tú?Regocíjate hoy activamente por el bien que Dios le da a alguien más.,Tiempo Ordinario XX
2026-08-20,"Beberán mi cáliz. (Mt 20,23)",El seguimiento real incluye el cáliz. No hay discipulado sin cruz.¿Estás siguiendo a Jesús hacia la gloria o también hacia el cáliz?Acepta hoy con paz algo difícil de tu vida como parte del camino no como castigo.,Tiempo Ordinario XX
2026-08-21,"Muchos son los llamados y pocos los elegidos. (Mt 22,14)",El problema no es la invitación. El problema es que nadie va.¿A qué banquete de Dios llevas tiempo diciendo que sí con la boca pero no con la vida?Ve hoy al banquete. Sin excusas.,Tiempo Ordinario XX
2026-08-22,"El que se exalta será humillado. (Mt 23,12)",La humillación que te da el mundo no vale nada. La humildad que viene de adentro todo.¿Cuánto de lo que haces va encaminado a exaltarte en los ojos de los demás?Haz hoy algo bueno que te reste visibilidad.,Tiempo Ordinario XX
2026-08-23,"Esfuércense por entrar por la puerta estrecha. (Lc 13,24)",Hay que esforzarse. La entrada al reino no es pasiva.¿Estás haciendo algo activamente para crecer en tu fe o solo esperando crecer?Elige hoy una disciplina espiritual concreta y ponla en práctica.,XXI Domingo del Tiempo Ordinario
2026-08-24,"Cuando estabas bajo la higuera, te vi. (Jn 1,48)",Dios te ve donde nadie más mira. En tu soledad en tu anonimato.¿Sientes que Dios solo te conoce en la iglesia o también bajo tu higuera?Ve hoy a tu higuera. Ese lugar privado donde eres tú. Y encuéntralo allí.,San Bartolomé Apóstol
2026-08-25,"Limpien primero el interior del vaso. (Mt 23,26)",De qué vale la apariencia exterior si el interior está sucio.¿Cuánta energía gastas en la imagen espiritual vs. en la transformación interior?Trabaja hoy en un área interior que sabes que está sucia sin importar la apariencia.,Tiempo Ordinario XXI
2026-08-26,"Son como sepulcros blanqueados. (Mt 23,27)",La hipocresía más peligrosa es la que no se reconoce a sí misma.¿Hay hipocresía en tu vida espiritual que has aprendido a justificar?Sé honesto hoy sobre una inconsistencia que normalmente racionalizas.,Tiempo Ordinario XXI
2026-08-27,"Estén preparados. (Mt 24,44)",La preparación cristiana no es angustia por el fin. Es fidelidad en el presente.¿Qué harías diferente hoy si supieras que es el último?Vive hoy como si fuera el único. No con miedo sino con plenitud.,Tiempo Ordinario XXI
2026-08-28,"Las prudentes tomaron aceite de sobra junto a sus lámparas. (Mt 25,4)",La vida espiritual no se puede pedir prestada en el último momento.¿Estás construyendo reservas espirituales o viviendo al límite?Invierte hoy en algo que te sostenga cuando llegue el momento difícil.,Tiempo Ordinario XXI
2026-08-29,"Juan fue decapitado por decir la verdad al poderoso. (Mc 6,27)",La profecía verdadera siempre molesta al poder. Siempre.¿Tienes la valentía de decir verdad al poder o te callas para sobrevivir?Di hoy una verdad incómoda a quien tiene el poder de lastimarte. Con respeto pero dila.,Martirio de San Juan Bautista
2026-08-30,"Invita a los pobres, a los lisiados a los cojos y a los ciegos. (Lc 14,13)",La hospitalidad que espera reciprocidad no es hospitalidad. Es inversión.¿A quién invitas que no puede darte nada a cambio?Haz espacio hoy para alguien que no está en tu círculo de utilidad.,XXII Domingo del Tiempo Ordinario
2026-08-31,"Hoy se ha cumplido esta Escritura. (Lc 4,21)",La Palabra no es texto muerto. Se cumple. Se actualiza. Se vive.¿Cuándo fue la última vez que la Palabra se cumplió de manera perceptible en tu vida?Lee hoy un pasaje con la disposición de que se cumpla en ti ahora.,Tiempo Ordinario XXII
2026-09-01,"¡Cállate y sal de él! (Lc 4,35)",La autoridad de Jesús sobre el mal no es una negociación.¿Hay algo que debería salir de tu vida y sigues negociando con ello?Expulsa hoy algo con autoridad y decisión sin seguir tolerándolo.,Tiempo Ordinario XXII
2026-09-02,"A la mañana temprano, salió a un lugar desierto. (Lc 4,42)",Si Jesús necesitaba tiempo solo con el Padre ¿por qué tú crees que no?¿Cuándo fue la última vez que te fuiste a un lugar desierto de verdad?Busca hoy tu desierto: silencio real aunque sea de 10 minutos.,Tiempo Ordinario XXII
2026-09-03,"Rema mar adentro y echen las redes. (Lc 5,4)",La fe profunda no opera en la orilla. Requiere aguas hondas.¿Estás operando en aguas seguras donde ya controlás todo?Rema hoy mar adentro en un área de tu vida donde pierdes el control.,Tiempo Ordinario XXII
2026-09-04,"Nadie pone vino nuevo en odres viejos. (Lc 5,37)",La resistencia al cambio no solo pierde el vino nuevo. Pierde también el odre.¿Estás tan aferrado a formas viejas que estás perdiendo lo nuevo que Dios trae?Sé flexible hoy en algo donde normalmente eres rígido.,Tiempo Ordinario XXII
2026-09-05,"El Hijo del hombre es señor del sábado. (Lc 6,5)",Las normas son instrumentos no dueños. Cristo es el señor de todas ellas.¿Hay reglas religiosas que has convertido en ídolos?Revisa hoy una norma que cumples mecánicamente y pregunta si sirve a la vida.,Tiempo Ordinario XXII
2026-09-06,"El que no lleva su cruz y me sigue, no puede ser mi discípulo. (Lc 14,27)",Jesús no romantiza la cruz. La pone como condición. Sin ambigüedad.¿Cuál es tu cruz específica y la estás llevando o la sigues negando?Nombra tu cruz hoy y decide llevarla con dignidad no con amargura.,XXIII Domingo del Tiempo Ordinario
2026-09-07,"¿Es lícito en sábado hacer el bien o hacer el mal? (Lc 6,9)",La omisión también es una elección. No hacer el bien cuando puedes es hacerlo mal.¿Cuántos bienes estás omitiendo por comodidad miedo o cálculo?Actúa hoy en un bien que llevas tiempo omitiendo.,Tiempo Ordinario XXIII
2026-09-08,"He aquí que la virgen concebirá y dará a luz un hijo. (Mt 1,23)",Dios entra en la historia por lo que el mundo llama imposible.¿Cuál imposibilidad en tu vida podría ser la puerta de entrada de Dios?Abre hoy esa imposibilidad a su acción en lugar de cerrarla con resignación.,Natividad de la Santísima Virgen María
2026-09-09,"Bienaventurados los que lloran porque serán consolados. (Lc 6,21)",Dios no evita el llanto. Lo transforma.¿Estás tratando de no llorar o de encontrar a Dios en el llanto?Permite hoy que el dolor sea puerta de encuentro no muralla.,Tiempo Ordinario XXIII
2026-09-10,"Con la medida con que midan les medirán a ustedes. (Lc 6,38)",El trato que das define el trato que recibirás. No como karma sino como lógica del amor.¿Con qué medida estás midiendo a los demás últimamente?Sé generoso hoy en tu juicio sobre alguien que normalmente mides con rigor.,Tiempo Ordinario XXIII
2026-09-11,"¿Puede un ciego guiar a otro ciego? (Lc 6,39)",El liderazgo espiritual requiere visión propia primero.¿Estás guiando a otros en áreas donde tú mismo no ves bien?Identifica hoy una área donde necesitas trabajar antes de enseñarla.,Tiempo Ordinario XXIII
2026-09-12,"El árbol se conoce por sus frutos. (Lc 6,44)",Lo que produces revela lo que eres. No lo que dices ser.¿Qué frutos está produciendo tu vida espiritual concretamente?Haz un inventario honesto de los frutos de tu fe: amor paz paciencia.,Tiempo Ordinario XXIII
2026-09-13,"Este hijo mío estaba muerto y ha vuelto a la vida. (Lc 15,24)",La fiesta del regreso revela el corazón del Padre mejor que cualquier teología.¿Cuándo regresaste tú? ¿O cuándo alguien regresó contigo?Celebra hoy un regreso. El tuyo o el de alguien. Con la misma alegría del Padre.,XXIV Domingo del Tiempo Ordinario
2026-09-14,"El Padre envió a su Hijo para que el mundo se salve. (Jn 3,17)",La cruz no es castigo divino. Es el precio que Dios pagó para no perderte.¿Ves la cruz como condena o como rescate?Mira hoy el crucifijo con los ojos de alguien que está siendo rescatado.,Exaltación de la Santa Cruz
2026-09-15,"Mujer, ahí tienes a tu hijo. (Jn 19,26)",Desde la cruz Jesús no pidió nada. Dio. Su última acción fue cuidar.¿Qué tienes que dar tú desde tu propia cruz?Da hoy algo desde tu dolor. Es el gesto más parecido al de Jesús.,Nuestra Señora de los Dolores
2026-09-16,"La sabiduría se justifica por todos sus hijos. (Lc 7,35)",Los resultados son los argumentos de Dios. Y son irrebatibles.¿Estás mirando los frutos del Evangelio en las vidas transformadas o solo la teoría?Habla hoy con alguien cuya vida haya sido transformada por el Evangelio. Aprende de ello.,Tiempo Ordinario XXIV
2026-09-17,"Tus pecados te son perdonados. (Lc 7,48)",El perdón de Jesús no es sentencia diferida. Es declaración inmediata.¿Sigues cargando lo que Jesús ya declaró perdonado?Recibe hoy el perdón como hecho consumado no como proceso pendiente.,Tiempo Ordinario XXIV
2026-09-18,"Algunas mujeres que habían sido curadas lo acompañaban. (Lc 8,2)",La gratitud por la sanación se convierte en misión. Así funciona el Evangelio.¿De qué has sido sanado y cómo ha cambiado eso tu compromiso de servicio?Convierte hoy una sanación recibida en servicio ofrecido.,Tiempo Ordinario XXIV
2026-09-19,"Tengan cuidado de cómo escuchan. (Lc 8,18)",Escuchar mal la Palabra es peor que no escucharla. Porque crea una ilusión de fe.¿Estás escuchando la Palabra o solo oyendo lo que ya quieres confirmar?Escucha hoy algo de la Palabra que te desafíe no solo lo que te conforte.,Tiempo Ordinario XXIV
2026-09-20,"No pueden servir a Dios y al dinero. (Lc 16,13)",Es una declaración de incompatibilidad no de condenación.¿Cuántas decisiones de esta semana fueron dictadas por el dinero antes que por Dios?Toma hoy una decisión con criterio de eternidad no de rentabilidad.,XXV Domingo del Tiempo Ordinario
2026-09-21,"He venido a llamar a pecadores, no a justos. (Mt 9,13)",Mateo dejó la mesa de cobros al momento. Eso es conversión real.¿Qué mesa sigues sentado aunque ya te han llamado?Levántate hoy de una mesa que ya sabes que no es la tuya.,San Mateo Apóstol y Evangelista
2026-09-22,"Mi madre y mis hermanos son los que oyen la Palabra de Dios y la ponen en práctica. (Lc 8,21)",La familia de Jesús se define por la obediencia no por el parentesco.¿Eres parte de la familia de Jesús por declaración o por práctica?Pon en práctica hoy algo concreto de la Palabra que has escuchado pero no has vivido.,Tiempo Ordinario XXV
2026-09-23,"No llevaban nada para el camino. (Lc 9,3)",La misión ligera llega más lejos y confía más en quien envía.¿Cuántas seguridades necesitas reunir antes de dar el siguiente paso en tu misión?Sal hoy con menos equipaje del que crees necesitar.,Tiempo Ordinario XXV
2026-09-24,"¿Quién es este? (Lc 9,9)",Herodes preguntaba porque Jesús lo inquietaba. Algunos preguntan no para creer sino para acallar la conciencia.¿Estás haciendo preguntas sobre Jesús para conocerlo mejor o para seguir ignorándolo con conciencia limpia?Hazte hoy una pregunta sobre Jesús que realmente quieras que sea respondida.,Tiempo Ordinario XXV
2026-09-25,"El Hijo del hombre debe padecer mucho. (Lc 9,22)",Jesús nunca escondió el costo del camino. La cruz no fue sorpresa para él.¿Cuánto de tu fe está construida sobre la expectativa de comodidad?Revisa hoy si tu discipulado incluye la posibilidad del sufrimiento como parte del camino.,Tiempo Ordinario XXV
2026-09-26,"El Hijo del hombre va a ser entregado en manos de los hombres. (Lc 9,44)",Ellos no entendían. Y tenían miedo de preguntar. Cuántas veces hacemos lo mismo.¿Cuántas cosas de Dios no entiendes pero tienes miedo de preguntar?Pregunta hoy lo que no entiendes. Dios no se ofende con las preguntas honestas.,Tiempo Ordinario XXV
2026-09-27,"Entre nosotros y ustedes hay un gran abismo. (Lc 16,26)",Hay decisiones que en vida son reversibles y en muerte ya no.¿Qué decisión de conversión estás aplazando como si el tiempo fuera infinito?Decide hoy sin esperar más. El abismo se cruza ahora no después.,XXVI Domingo del Tiempo Ordinario
2026-09-28,"El que sea más pequeño entre todos, ese es el más grande. (Lc 9,48)",La competencia por el primer lugar no tiene lugar en el reino.¿Estás compitiendo por posición dentro de la comunidad de fe?Haz hoy algo que te haga el último en la fila de manera genuina.,Tiempo Ordinario XXVI
2026-09-29,"Verán el cielo abierto y a los ángeles subir y bajar sobre el Hijo del hombre. (Jn 1,51)",La promesa a Natanael es una promesa a todos: verás más de lo que imaginas.¿Estás viviendo con los ojos abiertos a lo que Dios puede revelarte o ya lo has visto todo?Vive hoy con expectativa de que Dios tiene algo nuevo que mostrarte.,Santos Miguel Gabriel y Rafael Arcángeles
2026-09-30,"Dejad que los muertos entierren a sus muertos. (Lc 9,60)",Hay urgencias que no son urgencias y hay urgencias que no pueden esperar.¿Estás priorizando lo urgente sobre lo que es realmente importante?Pon primero hoy lo que importa de verdad no lo que grita más fuerte.,Tiempo Ordinario XXVI
2026-10-01,"La mies es mucha y los obreros son pocos. Rueguen al dueño de la mies que mande obreros. (Lc 10,2)",Antes de ir pide obreros. La misión empieza en la oración.¿Estás orando por la misión o solo preocupándote de ella?Ora hoy específicamente por más obreros antes de actuar tú solo.,Tiempo Ordinario XXVI
2026-10-02,"Sus ángeles contemplan siempre el rostro de mi Padre. (Mt 18,10)",Cada persona que ves tiene un ángel que mira el rostro de Dios. Así de sagrada es cada vida.¿Tratas a las personas con la reverencia que merecen los que son vistos por Dios?Trata hoy a alguien que normalmente invisibilizas como si fuera sagrado. Porque lo es.,Santos Ángeles Custodios
2026-10-03,"No se alegren de que los espíritus se sometan, sino de que sus nombres estén inscritos en el cielo. (Lc 10,20)",El ministerio exitoso no es el criterio. El criterio es pertenecer a él.¿Buscas resultados espirituales o relación con Dios?Recuerda hoy que tu nombre está escrito en el cielo. Eso es suficiente.,Tiempo Ordinario XXVI
2026-10-04,"Auméntanos la fe. (Lc 17,5)",Es lícito pedir fe. Esa es ya una forma de fe.¿Cuándo fue la última vez que pediste más fe en lugar de actuar como si ya la tuvieras?Pide hoy fe con humildad. Es la oración más honesta que puedes hacer.,XXVII Domingo del Tiempo Ordinario
2026-10-05,"¿Quién de los tres te parece que fue el prójimo? (Lc 10,36)",La pregunta no es quién es tu prójimo. Es de quién eres tú prójimo.¿Estás esperando que alguien sea suficientemente cercano para que te importen?Actúa hoy como prójimo de alguien que no lo esperaba.,Tiempo Ordinario XXVII
2026-10-06,"Una sola cosa es necesaria. (Lc 10,42)",En el ruido de las muchas tareas hay una sola que no puede esperar.¿Cuál es la cosa necesaria en tu vida hoy y la estás atendiendo?Elige hoy la única cosa necesaria por sobre las muchas urgentes.,Tiempo Ordinario XXVII
2026-10-07,"¿Cómo puede ser esto? (Lc 1,34)",María preguntó antes de decir sí. La fe madura pregunta sin rendirse.¿Estás obedeciendo sin preguntar o preguntando sin obedecer?Pregunta hoy lo que no entiendes y luego obedece aunque no lo entendas todo.,Nuestra Señora del Rosario
2026-10-08,"¿Qué padre le da una serpiente al hijo que pide un pez? (Lc 11,11)",Dios da cosas buenas. No las caricaturas que el miedo proyecta sobre él.¿Qué imagen de Dios padre tienes realmente: dador o retenedor?Pide hoy con la confianza de quien sabe que su Padre da cosas buenas.,Tiempo Ordinario XXVII
2026-10-09,"El que no está conmigo está contra mí. (Lc 11,23)",La tibieza no es neutralidad. Es una posición.¿Tienes áreas de tu vida en tibieza que has llamado 'prudencia'?Define hoy tu postura en algo donde has estado tibio demasiado tiempo.,Tiempo Ordinario XXVII
2026-10-10,"Bienaventurados los que oyen la Palabra de Dios y la guardan. (Lc 11,28)",Oír es el inicio. Guardar es el fruto.¿Cuántas Palabras has oído que siguen sin convertirse en vida?Toma hoy una Palabra que has escuchado repetidamente y vívela.,Tiempo Ordinario XXVII
2026-10-11,"¿No hubo nadie que regresara a dar gloria a Dios sino este extranjero? (Lc 17,18)",Diez fueron sanados. Uno regresó. La gratitud es la respuesta menos común a la gracia.¿Eres de los diez que siguieron camino o del uno que regresó?Regresa hoy a agradecer algo que recibiste y olvidaste agradecer.,XXVIII Domingo del Tiempo Ordinario
2026-10-12,"Jonás fue una señal para los ninivitas. (Lc 11,30)",A veces la señal ya llegó y no la reconocemos porque esperamos otro formato.¿Qué señal de Dios en tu vida estás descartando porque no vino como esperabas?Reconoce hoy una señal que desestimaste.,Tiempo Ordinario XXVIII
2026-10-13,"Limpien primero el interior. (Lc 11,41)",El orden importa: primero el interior luego el exterior. Siempre.¿Cuánto tiempo pasas cuidando tu imagen espiritual vs. tu realidad interior?Trabaja hoy de adentro hacia afuera no al revés.,Tiempo Ordinario XXVIII
2026-10-14,"¡Ay de ustedes! (Lc 11,42)",El 'ay' de Jesús no es maldición. Es el dolor de quien ve cómo alguien se destruye.¿Hay alguien en tu vida a quien amas y que está en un camino que lo destruye?Ora hoy con dolor de amor por esa persona. No con juicio.,Tiempo Ordinario XXVIII
2026-10-15,"Los fariseos comenzaron a acosarlo. (Lc 11,53)",Decir la verdad crea enemigos. Callarse crea cómplices.¿Cuándo fue la última vez que la verdad que dijiste te costó algo?Di hoy una verdad necesaria aunque genere incomodidad.,Tiempo Ordinario XXVIII
2026-10-16,"No teman a los que matan el cuerpo y después no pueden hacer más. (Lc 12,4)",El miedo al hombre es la jaula más pequeña que existe.¿A quién temes más que a Dios? Esa es la jaula.Identifica ese miedo y da hoy un paso fuera de la jaula.,Tiempo Ordinario XXVIII
2026-10-17,"El Espíritu Santo les enseñará en ese momento lo que deban decir. (Lc 12,12)",Cuando estás en el límite el Espíritu no te abandona. Te equipa.¿Confías en que el Espíritu te guiará en los momentos difíciles de testimonio?Actúa hoy en fe en una situación que te supera confiando en que él habla.,Tiempo Ordinario XXVIII
2026-10-18,"¿Encontrará el Hijo del hombre fe sobre la tierra cuando venga? (Lc 18,8)",La pregunta no es si Dios hará justicia. La pregunta es si habrá fe cuando llegue.¿Cómo está tu fe en este momento? ¿Persiste o se agota?Persiste hoy en la oración aunque no veas resultado. Eso es fe.,XXIX Domingo del Tiempo Ordinario
2026-10-19,"¡Guárdense de toda avaricia! (Lc 12,15)",La avaricia no solo es querer más dinero. Es poner la seguridad en lo que tienes.¿De qué depende tu sensación de seguridad hoy?Practica hoy la desapego: desprende algo concreto sin ansiedad.,Tiempo Ordinario XXIX
2026-10-20,"Bienaventurados los siervos que el Señor encuentre velando cuando llegue. (Lc 12,37)",Velar no es angustia. Es presencia viva y expectante.¿Estás vivo espiritualmente o en modo automático?Activa hoy tu presencia espiritual. Sin piloto automático.,Tiempo Ordinario XXIX
2026-10-21,"Al que mucho se le dio, mucho se le pedirá. (Lc 12,48)",La gracia recibida no es privilegio privado. Es responsabilidad pública.¿Estás administrando lo que recibiste o acumulándolo?Pon en circulación hoy algo de lo que has recibido: talento tiempo dinero.,Tiempo Ordinario XXIX
2026-10-22,"Vine a traer fuego sobre la tierra. (Lc 12,49)",El fuego del Evangelio no destruye. Purifica. Pero incomoda.¿Cuánto de lo que crees te ha incomodado últimamente?Permite hoy que la fe te incomode en lugar de solo consolarte.,Tiempo Ordinario XXIX
2026-10-23,"¿Por qué no juzgan por ustedes mismos lo que es justo? (Lc 12,57)",Dios te dio razón y conciencia. Úsalas.¿Cuántas veces delegas tus decisiones morales a otros en lugar de ejercer tu propia conciencia?Decide hoy por ti mismo desde tu conciencia formada.,Tiempo Ordinario XXIX
2026-10-24,"Si no se convierten, todos perecerán. (Lc 13,3)",La conversión no es un evento del pasado. Es una dirección del presente.¿En qué dirección está yendo tu vida hoy?Verifica hoy que tu dirección de vida coincide con la que dices que quieres.,Tiempo Ordinario XXIX
2026-10-25,"Dios, sé propicio a mí que soy pecador. (Lc 18,13)",La oración más corta del Evangelio es la más poderosa. Porque viene de lo más hondo.¿Cuándo fue la última vez que oraste desde la total honestidad de tu miseria?Ora hoy sin lista sin logros sin argumentos. Solo: 'ten misericordia de mí'.,XXX Domingo del Tiempo Ordinario
2026-10-26,"¿No debía esta mujer ser liberada el día sábado? (Lc 13,16)",La liberación no puede esperar. Ninguna norma es más importante que una persona.¿Hay alguien atado a algo que tú podrías ayudar a liberar hoy?Libera a alguien hoy: de una carga de un miedo de un aislamiento.,Tiempo Ordinario XXX
2026-10-27,"¿A qué se parece el reino de Dios? Es como la levadura. (Lc 13,20)",Lo que fermenta no se anuncia. Trabaja en silencio hasta que todo cambia.¿Estás esperando ver el reino antes de actuar o lo estás siendo tú ya?Sé hoy levadura: trabaja sin ruido en algo que transforme.,Tiempo Ordinario XXX
2026-10-28,"Pasó la noche en oración. (Lc 6,12)",Jesús tomó las decisiones más importantes de su misión después de orar toda la noche.¿Cuánto tiempo de oración dedicas a tus decisiones importantes?Antes de tu próxima gran decisión pasa tiempo en oración. No minutos: tiempo real.,Santos Simón y Judas Tadeo Apóstoles
2026-10-29,"Jerusalén, que matas a los profetas. (Lc 13,34)",El llanto de Jesús sobre la ciudad que lo rechaza muestra que el amor no se rinde.¿Hay alguien que te rechaza por quien sigues rezando con amor no con resentimiento?Ora hoy por quien te rechaza con la misma ternura con que Jesús lloró por Jerusalén.,Tiempo Ordinario XXX
2026-10-30,"Jesús lo tomó, lo curó y lo despidió. (Lc 14,4)",La sanación de Jesús no pidió permiso. Actuó porque había necesidad.¿Cuántas veces no has actuado esperando que te dieran permiso para hacer el bien?Actúa hoy sin pedir permiso para hacer el bien.,Tiempo Ordinario XXX
2026-10-31,"El que se humilla será ensalzado. (Lc 14,11)",La humildad no es humillación. Es saber quién eres con exactitud sin más ni menos.¿Cuál es tu punto de autoestima real? ¿Lo inflas o lo devalúas?Ocupa hoy tu lugar exacto: ni demasiado arriba ni demasiado abajo.,Tiempo Ordinario XXX
